"","Original.address","Latitutde","Longitude"
"1034","5900 S. Kimbark ",41.7884123,-87.5947696
"1035","5900 S. Maryland ",41.7883413,-87.6049605
"1036","5900 S. University",41.7878552,-87.5980149
"1037","5900 S. University ",41.7878552,-87.5980149
"1038","5900 S. Woodlawn ",41.7878702,-87.5963772
"1039","5901 S. Cottage Grove ",41.7876384,-87.6060609
"1040","5917 S. Cottage Grove",41.7872679,-87.6060507
"1041","5932 S.  Woodlawn ",41.7878702,-87.5963772
"1042","5951 S. Ellis ",41.7864468,-87.6011959
"1043","59th & Blackstone",41.7878526,-87.5901739
"1044","59th & Stony Island",41.7878828,-87.5866355
"1045","59th & University",41.787767,-87.5980148
"1046","59th at University",41.787767,-87.5980148
"1047","59th St. near University",41.787767,-87.5980148
"1048","6000 S. Stony Island ",41.7857879,-87.586997
"1049","6000 S. University",41.7859296,-87.5979403
"1050","6010 S. Dorchester",41.7864697,-87.5914841
"1051","6014 S. Stony Island ",41.7861252,-87.5865879
"1052","6020 S, Drexel ",41.7854307,-87.6047641
"1053","6020 S. University",41.7851713,-87.598073
"1054","6020 S. University ",41.7851713,-87.598073
"1055","6021 S. Cottage Grove ",41.7851479,-87.6055427
"1056","6025 S. Ellis",41.7853228,-87.6006607
"1057","6027 S. Ingleside ",41.785503,-87.6025316
"1058","6030 S. Ellis",41.7848153,-87.6015981
"1059","6030 S. Kimbark ",41.785019,-87.595094
"1060","6031  S. Ellis ",41.7850698,-87.6003337
"1061","6035 S. Ellis ",41.7854776,-87.60117
"1062","6035 S. Harper ",41.784804,-87.5878127
"1063","6035 S. Kimbark",41.7851523,-87.5941115
"1064","6040 S. Ellis ",41.784758,-87.6015693
"1065","6040 S. University ",41.7850671,-87.598144
"1066","6041 S. Blackstone ",41.7837227,-87.590271
"1067","6049 S. Dorchester",41.7861664,-87.591481
"1068","6050 S. University ",41.7850154,-87.5981431
"1069","6050 S. Woodlawn",41.7844897,-87.5967102
"1070","6052 S. Kenwood ",41.7843541,-87.5935113
"1071","6054 S. Ellis ",41.7846774,-87.6015676
"1072","6055 S. Kimbark ",41.7853908,-87.5946936
"1073","6059 S. Woodlawn ",41.7843249,-87.5958458
"1074","6060 S. Woodlawn ",41.7843826,-87.5967083
"1075","6069 S. Kimbark ",41.7852334,-87.5941963
"1076","60th & Drexel",41.7858787,-87.6044278
"1077","60th & Ellis ",41.7859081,-87.6011825
"1078","60th at Ellis",41.7859081,-87.6011825
"1079","6100 S. Drexel",41.7840675,-87.6043861
"1080","6100 S. Drexel ",41.7840675,-87.6043861
"1081","6100 S. Ellis",41.7840817,-87.6011369
"1082","6100 S. Evans ",41.7838759,-87.6074788
"1083","6100 S. Ingleside ",41.7839183,-87.6031019
"1084","6100 S. Kenwood ",41.784017,-87.596716
"1085","6100 S. University ",41.783983,-87.5981345
"1086","6100 S. Woodlawn",41.784017,-87.596716
"1087","6100 S. Woodlawn ",41.784017,-87.596716
"1088","6101 S. Cottage Grove ",41.7838939,-87.60559
"1089","6101 S. Woodlawn",41.7839492,-87.5958769
"1090","6105 S. Cottage Grove",41.7837861,-87.6056024
"1091","6109 S. Evans",41.7837009,-87.6069315
"1092","6117 S. Kimbark ",41.783623,-87.594255
"1093","6120 S. Ellis ",41.7833723,-87.6013954
"1094","6122 S. Greenwood",41.7834127,-87.5997373
"1095","6125 S. Drexel",41.7832599,-87.6040371
"1096","6128 S. Kenwood",41.78332,-87.593564
"1097","6129 S. Cottage Grove",41.783027,-87.6056232
"1098","6130 S. Blackstone",41.7832785,-87.59025
"1099","6132 S. Ellis",41.7831089,-87.6013859
"1100","6140 S. Drexel",41.7826677,-87.6048676
"1101","6141 S. Kimbark",41.78295,-87.5943458
"1102","6144 S. University ",41.782813,-87.598337
"1103","6147 S. Kimbark",41.782792,-87.5945178
"1104","6149 S. Drexel",41.7826505,-87.6040276
"1105","6151 S. Woodlawn",41.7827559,-87.5959099
"1106","6153 S. Greenwood",41.7825195,-87.5992023
"1107","6158 S. Greenwood ",41.782473,-87.599959
"1108","61st & Dorchester",41.7841961,-87.5914206
"1109","61st & Ellis",41.7841001,-87.6011372
"1110","61st & Woodlawn",41.7841356,-87.5963001
"1111","61st and Kimbark",41.7841575,-87.5947328
"1112","6200 S, Drexel ",41.7819343,-87.604879
"1113","6200 S. Cottage Grove",41.781509,-87.606322
"1114","6200 S. Drexel ",41.7819343,-87.604879
"1115","6200 S. Ellis ",41.782064,-87.601567
"1116","6200 S. Ingleside ",41.7819596,-87.6031268
"1117","6202 S. Kimbark",41.7821318,-87.5951464
"1118","6210 S. Kenwood",41.7818454,-87.593426
"1119","6213 S. University",41.7819087,-87.597598
"1120","6216 S. Ellis",41.7817489,-87.6013487
"1121","6220 S. Kenwood",41.7816721,-87.5934277
"1122","6225 S. Kenwood ",41.781552,-87.592583
"1123","6229 S. Ellis",41.7813752,-87.600813
"1124","6231 S. Kimbark ",41.7814606,-87.5942907
"1125","6240 S. Kimbark",41.781123,-87.595115
"1126","6243 S. Drexel ",41.7809927,-87.6039586
"1127","6245 S. Ingleside ",41.7809612,-87.6023422
"1128","6257 S. Kenwood ",41.7809431,-87.5926379
"1129","62nd & Ellis ",41.782262,-87.6011114
"1130","62nd & Evans",41.7821966,-87.607237
"1131","62nd & Kimbark",41.7823388,-87.5946903
"1132","62nd & University",41.7823142,-87.5978785
"1133","62nd at Kimbark ",41.7823388,-87.5946903
"1134","6300 S. Blackstone ",41.7805545,-87.5890221
"1135","6300 S. Cottage Grove ",41.780183,-87.606348
"1136","6300 S. Dorchester",41.7805364,-87.5915089
"1137","6300 S. Dorchester ",41.7805364,-87.5915089
"1138","6300 S. Drexel",41.780214,-87.603217
"1139","6300 S. Greenwood",41.780249,-87.599576
"1140","6300 S. Greenwood ",41.780249,-87.599576
"1141","6300 S. Maryland",41.7804132,-87.6046652
"1142","6300 S. Stony Island",41.7804968,-87.5865529
"1143","6300 S. University",41.7804242,-87.5972999
"1144","6300 S. Woodlawn ",41.7802796,-87.5964954
"1145","6320 S. Dorchester",41.7793468,-87.5922605
"1146","6320 S. Dorchester ",41.7793468,-87.5922605
"1147","6320 S. Drexel",41.7797674,-87.6031412
"1148","6330 S. Drexel ",41.780008,-87.603229
"1149","6344 S. Greenwood ",41.7791567,-87.5994609
"1150","6345 S. Greenwood",41.779123,-87.5987718
"1151","6349 S. Cottage Grove ",41.7790677,-87.6054463
"1152","6350 S. Greenwood",41.7789916,-87.5994567
"1153","6354 S. Greenwood ",41.7788466,-87.5994856
"1154","6357 S. Greenwood",41.77884,-87.5987043
"1155","63rd & Kenwood",41.7805355,-87.5930512
"1156","63rd & Stony Island",41.7806003,-87.5864564
"1157","6400 S. Dorchester",41.7784487,-87.5916741
"1158","6400 S. Woodlawn",41.7782975,-87.5964285
"1159","6411 S. Greenwood",41.7782495,-87.5987911
"1160","6420 S. Ellis",41.7778424,-87.6006897
"1161","6448 S. Drexel",41.7771789,-87.6031092
"1162","6450 S. Stony Island",41.7773142,-87.5866483
"1163","707 E. 37th St. ",NA,NA
"1164","750 E. 62nd St.",41.7824402,-87.6065361
"1165","7800 S. Stony Island ",NA,NA
"1166","79th & Stony Island ",NA,NA
"1167","800 E. 57th St. ",41.791314,-87.6061478
"1168","801 E. 58th St. ",41.7885954,-87.6054671
"1169","801 E. 63rd St. ",41.7803214,-87.6057385
"1170","804 E. 54th St.",41.7969035,-87.6059012
"1171","805 E. Midway Pl.",41.7864747,-87.5989062
"1172","808 E. 61st St.",41.784609,-87.605532
"1173","810 E. Hyde Park",41.8026246,-87.605874
"1174","811 E. 54th St. ",41.7965611,-87.6058778
"1175","815 E. 54th St.",41.7966493,-87.6054409
"1176","815 E. 56th St.",41.7931441,-87.60611
"1177","815 E. 59th St. ",41.7878419,-87.5914952
"1178","817 E. 61st St.",41.7839026,-87.6053947
"1179","817 E. 63rd St.",41.780162,-87.604919
"1180","818 E. 45th St. ",41.8133474,-87.6056727
"1181","820 E. 46th St. ",41.8116037,-87.6056809
"1182","820 E. 50th St.",41.8040748,-87.6058247
"1183","820 E. Midway Pl.",41.7864747,-87.5989062
"1184","821 E. 55th St.",41.7949629,-87.6056934
"1185","823 E. 53rd St.",41.798424,-87.605459
"1186","825 E. 52nd St.",41.8000311,-87.6051376
"1187","825 E. 52nd St. ",41.8000311,-87.6051376
"1188","825 E. 55th St.",41.7949652,-87.6056202
"1189","825 E. 62nd St. ",41.7822261,-87.6055625
"1190","826 E. 44th St. ",41.8151964,-87.605427
"1191","830 E. 59th St. ",41.7877444,-87.6054096
"1192","831 E. 46th St. ",41.81107,-87.605398
"1193","832 E. 59th St. ",41.7877445,-87.6053697
"1194","832 E. Midway Pl.",41.7864747,-87.5989062
"1195","834 E. 50th St.",41.8043858,-87.6054463
"1196","834 E. 53rd St.",41.7988963,-87.6047133
"1197","836 E. 63rd St.",41.7802733,-87.6176514
"1198","841 E. 46th St.",41.8109942,-87.6053261
"1199","842 E. 53rd St. ",41.7988712,-87.6045372
"1200","846 E. 56th St. ",41.793376,-87.6052798
"1201","848 E. 56th St. ",41.793376,-87.6052199
"1202","850 E. 56th St.",41.7933761,-87.60516
"1203","850 E. 61st St ",41.7846191,-87.6052002
"1204","860 E. 59th St.",41.7878852,-87.6041299
"1205","860 E. 61st St. ",41.7846215,-87.6050337
"1206","860 E. Midway Pl.",41.7864747,-87.5989062
"1207","865 E. 57th St. ",41.7913526,-87.6043331
"1208","865 E. 61st St.",41.7839108,-87.6048228
"1209","900 E.  57th St. ",41.7916469,-87.6034081
"1210","900 E. 55th St.",41.7953429,-87.6037872
"1211","900 E. 57th St.",41.7916469,-87.6034081
"1212","900 E. 59th St. ",41.7877076,-87.6034749
"1213","900 E. 60th St.",41.7858886,-87.6034825
"1214","900 E. Midway Pl. ",41.7864747,-87.5989062
"1215","901 E. Midway Pl.",41.7864747,-87.5989062
"1216","901 E.58th St. ",41.7895211,-87.6042491
"1217","901q E. 58th St. ",41.7895211,-87.6042491
"1218","902 E. 58th St. ",41.7895293,-87.6036274
"1219","905 E. 56th St. ",41.7930384,-87.6035526
"1220","910 E. 58th St.",41.7899301,-87.6033832
"1221","912 E. 55th Dr.",41.795339,-87.596178
"1222","915 E. 60th St.",41.7850467,-87.6034787
"1223","915 E. 61st St.",41.7839373,-87.6036816
"1224","915 E. 63rd St. ",41.7802432,-87.6022056
"1225","915 E. Midway Pl.",41.7864747,-87.5989062
"1226","919 E. 50th St.",41.8038798,-87.6029976
"1227","920 E. 59th St. ",41.7879565,-87.6032073
"1228","920 E. 61st St. ",41.7842143,-87.6034302
"1229","921 E. 54th Pl. ",41.7962757,-87.6029731
"1230","922 E. 61st St.",41.7842298,-87.6034357
"1231","923 E. 45th St.",41.8126196,-87.6028422
"1232","924 E. 56th St. ",41.793204,-87.602639
"1233","924 E. 58th St. ",41.7895331,-87.6029714
"1234","926 E. 61st St. ",41.7842203,-87.6032739
"1235","929 E, 57th St. ",41.7911308,-87.6027497
"1236","929 E. 57th St.",41.7911308,-87.6027497
"1237","929 E. 57th St. Gordon Center ",41.7911308,-87.6027497
"1238","929 E. 60th St. ",41.785794,-87.6032758
"1239","930 E. 46th St.",41.8117469,-87.60283
"1240","930 E. 55th St. ",41.795472,-87.6024626
"1241","935 E. 54th Pl.",41.7962562,-87.602367
"1242","935 E. 60th St.",41.7856304,-87.6031434
"1243","935 E. Midway Pl.",41.7864747,-87.5989062
"1244","936 E. 54th St. ",41.7985756,-87.6023599
"1245","939 E. 45th St. ",41.8128931,-87.602475
"1246","940 E. 57th St.",41.7915946,-87.6022845
"1247","9400 Southwest Hwy. Oak Lawn, IL",NA,NA
"1248","941 E. 54th St.",41.7977642,-87.6025255
"1249","943 E. 58th St.",41.7895314,-87.6032692
"1250","945 E. 57th St. ",41.7913723,-87.6014218
"1251","950 E. 53rd St.",41.7997408,-87.6023443
"1252","950 E. 58th St. ",41.7895362,-87.6024404
"1253","950 E. 59th St.",41.7878636,-87.6021173
"1254","950 E. Hyde Park ",41.8025372,-87.6018067
"1255","950 E. Midway Pl.",41.7864747,-87.5989062
"1256","951 E. Midway Pl.",41.7864747,-87.5989062
"1257","955 E. 62nd St. ",41.7821551,-87.6016318
"1258","959 E. 61st St.",41.7839352,-87.6023214
"1259","961 E. 54th Pl.",41.7962657,-87.6015927
"1260","961 E. 58th St. ",41.7895358,-87.6024809
"1261","968 E. 60th St.",41.7859024,-87.6020292
"1262","969 E. 57th St. ",41.7913729,-87.601369
"1263","970 E, 58th St. ",41.7897444,-87.6015497
"1264","970 E. 59th St. ",41.7879061,-87.6014669
"1265","970 E. 60th St.",41.7859027,-87.6019739
"1266","Area 64th & Minerva",41.7788967,-87.5966932
"1267","Area of 60th & Dorchester",41.7860778,-87.5914801
"1268","Blackstone at 59th",41.7878526,-87.5901739
"1269","Blackstone near 53rd",41.7995027,-87.5904508
"1270","Blackstone near 54th",41.7980425,-87.5904012
"1271","BSD ",NA,NA
"1272","Burton-Judson RH",41.785506,-87.600405
"1273","Dan Ryan Exp. at 83rd St..",NA,NA
"1274","Dorchester at 62nd",41.7823714,-87.5913861
"1275","E. 50th St. near Cornell",41.8043425,-87.5864888
"1276","Ellis at Midway Pl.",41.787163,-87.601216
"1277","Ellis near 62nd",41.782262,-87.6011114
"1278","Ellis near 62nd St.",41.782262,-87.6011114
"1279","Hammond, IN",NA,NA
"1280","Hyde Park & Dorchester",41.793602,-87.592144
"1281","Hyde Park & Ingleside",41.8022896,-87.6029024
"1282","Hyde Park at 56th",41.7934045,-87.5839049
"1283","Interstate 290 - Oak Park, IL",NA,NA
"1284","Joliet, IL",NA,NA
"1285","Kenwood at 52nd St.",41.8009483,-87.5934349
"1286","Kenwood near 58th St.",41.7896418,-87.5931762
"1287","Kimbark at 60th St.",41.7860424,-87.594714
"1288","Kimbark at 63rd St.",41.7805191,-87.5946307
"1289","Max Palevsky Residence Hall",41.7930128,-87.5998245
"1290","Max Palevsky RH",41.7930128,-87.5998245
"1291","Metra Train",NA,NA
"1292","Midway Pl. at Ellis",41.787163,-87.601216
"1293","Midway Pl. at University",41.7868907,-87.593919
"1294","Off-Campus private apartment",NA,NA
"1295","Off-Campus Private Apartment",NA,NA
"1296","Out of Area",NA,NA
"1297","S. Woodlawn at 47th St,",41.8096279,-87.5968462
"1298","Starbucks 865 E. 57th St.",41.7911902,-87.6040112
"1299","State St. & Roosevelt Rd.",NA,NA
"1300","Unknown Location",NA,NA
"1301","Various Areas on Campus",NA,NA
"1302","Various locations within UCPD Patrol Area",NA,NA
"1303","Woodlawn at 52nd",41.8008943,-87.5966802
"1304","Woodlawn at 52nd St.",41.8008943,-87.5966802
"1305","Ellis between 54th & 55th",41.7964645,-87.60130105
"1306","Greenwood between 53rd & 54th",41.7986738,-87.59972595
"1307","Woodlawn between 54th & 55th",41.7957915,-87.59656145
"1308","Ellis between 61st & 62nd",41.78318105,-87.6011243
"1309","Kimbark between 57th & 58th",41.7905318,-87.5948216
"1310","Woodlawn between 52nd & 53rd",41.80016875,-87.5966618
"1311","Drexel between 52nd & 53rd",41.7999158,-87.60393095
"1312","Drexel between 53rd & 54th",41.79809585,-87.6038889
"1313","University between 61st & 62nd",41.7832162,-87.5978927
"1314","Greenwood between 54th & 55th",41.79648045,-87.5997388
"1315","Hyde Park between 55th & 56th",41.79429875,-87.58355645
"1316","Kimbark between 53rd & 54th",41.7987242,-87.59500705
"1317","Kimbark between 61st & 62nd",41.78324815,-87.59471155
"1318","Blackstone between 57th & 58th",41.79056575,-87.5902304
"1319","Dorchester between 56th & 57th",41.79239705,-87.5916257
"1320","Everett between 55th & 56th",41.79433205,-87.5823004
"1321","Harper between 57th & 58th",41.7915067,-87.5890224
"1322","Ingleside between 51st & 52nd",41.80126285,-87.6027089
"1323","Ingleside between 52nd & 53rd",41.8001049,-87.60285045
"1324","Kenwood between 57th & 58th",41.79055175,-87.59319895
"1325","Kimbark between 51st & 52nd",41.8014219,-87.59487185
"1326","Kimbark between 55th & 56th",41.7941993,-87.5949026
"1327","University between 56th & 57th",41.7923176,-87.59810195
"1328","Woodlawn between 53rd & 54th",41.79798305,-87.59660465
"1329","Woodlawn between 61st & 62nd",41.78323265,-87.5962708
"1330","Blackstone between 54th & 55th",41.79677455,-87.59037525
"1331","Blackstone between 58th & 59th",41.78874435,-87.59018885
"1332","Cornell between 53rd & 54th",41.7988363,-87.5854988
"1333","Cornell between 54th & 55th",41.79664175,-87.58545175
"1334","Drexel between 54th & 55th",41.79608325,-87.603828
"1335","Greenwood between 61st & 62nd",41.78319795,-87.5995069
"1336","Harper between 54th & 55th",41.79659625,-87.5887464
"1337","Harper between 56th & 57th",41.7924239,-87.58901405
"1338","Harper between 58th & 59th",41.7878722,-87.5891015
"1339","Hyde Park between 54th & 55th",41.79665535,-87.5836122
"1340","Ingleside between 54th & 55th",41.79662385,-87.602749
"1341","Kimbark between 52nd & 53rd",41.8001922,-87.5950389
"1342","Lake Shore Dr. between 50th & 51st",41.80519445,-87.58466985
"1343","Maryland between 53rd & 54th",41.79770155,-87.60509585
"1344","Ridgewood between 54th & 55th",41.7980215,-87.5926051
"1345","University between 54th & 55th",41.79649715,-87.598118
"1346","University between 57th & 58th",41.7901615,-87.59857715
"1347","50th Pl. between Cornell and East End",41.8034014,-87.58595605
"1348","53rd between Maryland & Drexel",41.79899385,-87.6045189
"1349","53rd St. between Woodlawn & Kimbark",41.7994513,-87.59583085
"1350","54th between Woodlawn & Kimbark",41.79725595,-87.59578085
"1351","54th Pl. between University & Woodlawn",41.79651075,-87.59733825
"1352","54th St. between Woodlawn and Kimbark",41.797976,-87.59580245
"1353","57th between Harper & Lake Park",41.7915094,-87.58867095
"1354","61st St. between Greenwood & University",41.78411155,-87.598714
"1355","Cornell between 50th & 51st",41.8032407,-87.586575
"1356","Dorchester between 49th & 50th",41.80513435,-87.5918971
"1357","Dorchester between 62nd & 63rd",41.781463,-87.59144785
"1358","Ellis between 53rd & 54th",41.79865465,-87.60129275
"1359","Greenwood between 51st & 52nd",41.800876,-87.5997718
"1360","Greenwood between 52nd & 53rd",41.80014145,-87.5997577
"1361","Harper between 55th & 56th",41.7942382,-87.58871855
"1362","Hyde Park between Greenwood & University",41.8002984,-87.59883515
"1363","Hyde Park between Kimbark & Kenwood",41.800851,-87.5915997
"1364","Kenwood between 51st & 52nd",41.80521275,-87.59335065
"1365","Kenwood between 56th & 57th",41.79237515,-87.59324325
"1366","Kimbark between 62nd & 63rd",41.78142895,-87.5946605
"1367","Madison Park between Kenwood & Dorchester",41.8028871,-87.59451625
"1368","Stony Island between 57th & 58th",41.7904914,-87.58703435
"1369","University between 61st & 62nd St.",41.7832162,-87.5978927
"1370","Woodlawn between 55th & 56th",41.7941589,-87.596524
"1371","Woodlawn between 56th & 57th",41.7923406,-87.59647085
"1372","Woodlawn between 62nd & 63rd",41.7814216,-87.5962248
"1373","44th St. between Greenwood & University",41.81485495,-87.59876655
"1374","49th St. between Drexel and Ellis",41.8059232,-87.60273375
"1375","49th St. between Ellis and Greenwood",41.80594935,-87.60041585
"1376","50th Pl. between Cornell & East End",41.8034014,-87.58595605
"1377","50th St. between Cornell & East End",41.8043486,-87.58596905
"1378","52nd between Drexel & Ingleside",41.80064615,-87.6034049
"1379","52nd between Ellis & Greenwood",41.80086495,-87.6005552
"1380","52nd between Ingleside and Ellis",41.80084345,-87.60210165
"1381","52nd St. between Cottage Grove & Drexel",41.8004391,-87.6051509
"1382","52nd St. between Drexel and Ellis",41.8006566,-87.60264185
"1383","52nd St. between Greenwood & University",41.80087955,-87.59899435
"1384","52nd St. between Greenwood & University ",41.80087955,-87.59899435
"1385","52nd St. between Kimbark & Kenwood",41.80093665,-87.5942472
"1386","52nd St. between Woodlawn & Kimbark",41.80090965,-87.59586985
"1387","53rd between Blackstone & Harper",41.799513,-87.5897729
"1388","53rd between Cornell & Hyde Park",41.7995887,-87.5847786
"1389","53rd between Kenwood & Dorchester",41.79948645,-87.5921654
"1390","53rd between Woodlawn & Kimbark",41.7994513,-87.59583085
"1391","53rd St between Ellis and Ingleside and Drexel",41.79938315,-87.6020748
"1392","53rd St. between Blackstone & Harper",41.799513,-87.5897729
"1393","53rd St. between Kimbark & Kenwood",41.7994717,-87.59378395
"1394","54th between Cottage and Drexel",41.79680865,-87.6050671
"1395","54th between Ellis and Greenwood",41.79793025,-87.6004902
"1396","54th between Greenwood & University",41.7979457,-87.5989236
"1397","54th between Greenwood and University",41.7979457,-87.5989236
"1398","54th between Harper & Lake Park",41.798073,-87.58810755
"1399","54th between Ingleside & Ellis",41.7979169,-87.60203515
"1400","54th between Kimbark & Kenwood",41.7979996,-87.594222
"1401","54th between University & Woodlawn",41.7972368,-87.5973524
"1402","54th Pl. between Greenwood & University",41.7964906,-87.5988918
"1403","54th Pl. between Ingleside & Ellis",41.79646285,-87.6019986
"1404","54th Pl. between University and Woodlawn",41.79651075,-87.59733825
"1405","54th St. between Dorchester and Blackstone",41.79803645,-87.5910643
"1406","54th St. between Dorchester and Harper",41.7980438,-87.5903944
"1407","54th St. between Hyde Park & Everett",41.7981177,-87.5840164
"1408","54th St. between Hyde Park & Shore Dr.",41.7981378,-87.5831548
"1409","54th St. between University & Woodlawn",41.79795685,-87.597374
"1410","54th St. between Woodlawn & Kimbark",41.797976,-87.59580245
"1411","55th between Dorchester & Harper",41.7953209,-87.5900561
"1412","55th between Harper & Lake Park",41.795134,-87.58801285
"1413","55th between Hyde Park and Everett",41.7953736,-87.5853095
"1414","55th between Kenwood & Dorchester",41.79532135,-87.5925112
"1415","55th between Kimbark & Kenwood",41.79512905,-87.5941315
"1416","55th Pl. between Blackstone & Harper",41.7949533,-87.58937855
"1417","55th St. between Greenwood and University",41.7950319,-87.5989332
"1418","56th between Ellis & University",41.7932125,-87.59973475
"1419","56th between Hyde Park & Everett",41.7934222,-87.58298635
"1420","56th between Hyde Park and Everett",41.7934222,-87.58298635
"1421","56th St. between Kimbark & Kenwood",41.79328265,-87.5940743
"1422","56th St. between Kimbark and Kenwood",41.79328265,-87.5940743
"1423","56th St. between University & Woodlawn",41.7932431,-87.59731055
"1424","57th between Blackstone & Harper",41.79150105,-87.5896397
"1425","57th between Kimbark & Kenwood",41.7914497,-87.59403305
"1426","57th between University & Woodlawn",41.7914151,-87.59726225
"1427","57th St. between Dorchester & Blackstone",41.7914892,-87.5909303
"1428","58th between Kenwood & Dorchester",41.78965025,-87.59236475
"1429","6100 Blocks between Greenwood and Kimbark",NA,NA
"1430","61st between University & Woodlawn",41.7841269,-87.5971035
"1431","61st between Woodlawn & Kimbark",41.78414655,-87.59551645
"1432","62nd between Ellis & Greenwood",41.7822765,-87.60030205
"1433","62nd St. between Kimbark & Kenwood",41.7823475,-87.5938946
"1434","65th St. between Harper and Stony Island",41.7765685,-87.59433555
"1435","Between 1100 E. 57th St. to 5801 S. Ellis",41.791969,-87.600869
"1436","Between 915 E. 60th St. & 6031 S. Ellis",41.78505825,-87.6019062
"1437","Between 970 E. 58th St. and 1100 E. 57th St.",41.79097805,-87.60056115
"1438","Blackstone between 51st & 52nd",41.8008638,-87.59073285
"1439","Blackstone between 52nd & 53rd",41.80023965,-87.59045975
"1440","Blackstone between 53rd & 54th",41.7987726,-87.590426
"1441","Blackstone between 55th & 56th",41.79441525,-87.5903211
"1442","Blackstone between 56th & 57th",41.79240965,-87.59027495
"1443","Cornell between 52nd & 53rd",41.7995757,-87.5855107
"1444","Cottage Grove between 53rd & 54th",41.7977102,-87.60629015
"1445","Cottage Grove between 54th & 55th",41.7958761,-87.60625445
"1446","Cottage Grove between 62nd & 63rd",41.7813095,-87.6059422
"1447","Dorchester between 51st & 52nd",41.8009436,-87.5894921
"1448","Dorchester between 51st & 53rd",41.8002052,-87.5894816
"1449","Dorchester between 53rd & 54th",41.79801925,-87.5917459
"1450","Dorchester between 54th & 55th",41.79602805,-87.5916957
"1451","Dorchester between 61st & 62nd",41.78328375,-87.59140335
"1452","Drexel between 43rd & 44th ",41.81592555,-87.60449635
"1453","Drexel between 50th & 51st",41.80318955,-87.60399035
"1454","Drexel between 51st & 52nd",41.80137085,-87.6040597
"1455","Drexel between 53rd & 54th ",41.79809585,-87.6038889
"1456","Drexel between 61st & 62nd St.",41.78315505,-87.6043689
"1457","Ellis between 51st & 52nd",41.80161025,-87.6016092
"1458","Ellis between 58th & 55th",41.79228565,-87.6012945
"1459","Ellis between 61st and 62nd",41.78318105,-87.6011243
"1460","Ellis between 62nd & 63rd",41.78135895,-87.60108995
"1461","Ellis between 63rd & 64th",41.7804559,-87.6010685
"1462","Greenwood between  54th & 55th",41.79648045,-87.5997388
"1463","Greenwood between 48th & 49th",41.8068755,-87.59922015
"1464","Greenwood between 54th & 55th ",41.79648045,-87.5997388
"1465","Greenwood between 61st & 62nd ",41.78319795,-87.5995069
"1466","Harper between 52nd & 53rd",41.80026195,-87.5891051
"1467","Harper between 52nd and 53rd",41.80026195,-87.5891051
"1468","Harper between 53rd & 54th",41.79879025,-87.5890782
"1469","Harper between 54th & 55th ",41.79659625,-87.5887464
"1470","Harper between 54th & 55th St.",41.79659625,-87.5887464
"1471","Harper between 60th & 61st",41.7925546,-87.58864205
"1472","Harper Ct. between 52nd & 53rd",41.79977975,-87.58817345
"1473","Harper Ct. between Harper & Lake Park",41.8002625,-87.58803945
"1474","Hyde Park between  Ingleside & Ellis",41.7914765,-87.6019973
"1475","Hyde Park between 52nd and 53rd",41.8000305,-87.5939958
"1476","Hyde Park between 53rd & 54th",41.7988597,-87.58403145
"1477","Hyde Park between 54th & 55th St.",41.79665535,-87.5836122
"1478","Hyde Park between Kenwood & Dorchester",41.7964634,-87.5901283
"1479","Hyde Park between Kenwood and Dorchester",41.7964634,-87.5901283
"1480","Hyde Park between University & Woodlawn",41.7939985,-87.59465995
"1481","Hyde Park between Woodlawn and Kimbark",41.79401775,-87.59307195
"1482","Ingleside between 60th & 61st",41.78499045,-87.60278745
"1483","Ingleside between 61st & 62nd",41.78282325,-87.6029731
"1484","Ingleside between 61st& 62nd",41.78282325,-87.6029731
"1485","Ingleside between 62nd & 63rd ",41.78099995,-87.60292615
"1486","Kenwood between 48th & 49th",41.8069323,-87.59355535
"1487","Kenwood between 48th & 49th ",41.8069323,-87.59355535
"1488","Kenwood between 52nd & 53rd",41.80021615,-87.59299225
"1489","Kenwood between 54th & 55th",41.7965732,-87.5933949
"1490","Kenwood between 55th & 56th",41.7942124,-87.5933032
"1491","Kenwood between 57th& 58th",41.79055175,-87.59319895
"1492","Kenwood between 61st & 62nd",41.7832672,-87.59310135
"1493","Kimbark Between 53rd & 54th",41.7987242,-87.59500705
"1494","Kimbark between 53rd and 54th",41.7987242,-87.59500705
"1495","Kimbark between 54th & 55th",41.79655545,-87.5949586
"1496","Kimbark between 55th & 56th ",41.7941993,-87.5949026
"1497","Kimbark between 61st and 62nd",41.78324815,-87.59471155
"1498","Lake Park between 52nd & 53rd",41.80027885,-87.5873819
"1499","Lake Park between 54th & 55th",41.79661075,-87.587374
"1500","Madison Park between Kimbark and Kenwood",41.8028871,-87.59451625
"1501","Madison Park between Woodlawn & Dorchester",41.8028871,-87.59451625
"1502","Maryland between 56th & 57th",41.79224625,-87.60495925
"1503","Oakenwald between 45th & 46th",NA,NA
"1504","Park Pl. between Blackstone & Harper",41.7942434,-87.5884084
"1505","Park Pl. between Kenwood and Dorchester",41.7944572,-87.592473
"1506","Stony Island between 56th & 57th",41.792452,-87.58667225
"1507","University between 51st & 52nd",41.7947455,-87.5984651
"1508","University between 52nd & 53rd",41.80015145,-87.5982035
"1509","University between 53rd & 54th",41.79868525,-87.5981645
"1510","University between 55th & 56th",41.79413605,-87.5981136
"1511","University between 55th & 56th St.",41.79413605,-87.5981136
